-3.14159	9.11376e-19	-0.996272	0.996272
-3.07813	0.000534548	-0.995802	0.995803
-3.01466	0.00120348	-0.99535	0.995351
-2.95119	0.00202117	-0.994936	0.994939
-2.88773	0.00300083	-0.994587	0.994592
-2.82426	0.00415369	-0.994334	0.994343
-2.76079	0.00548808	-0.994212	0.994228
-2.69733	0.00700836	-0.994265	0.99429
-2.63386	0.00871366	-0.994541	0.994579
-2.57039	0.0105964	-0.995093	0.995149
-2.50693	0.0126407	-0.995982	0.996062
-2.44346	0.0148203	-0.997273	0.997383
-2.37999	0.0170968	-0.999039	0.999185
-2.31653	0.0194169	-1.00135	1.00154
-2.25306	0.0217098	-1.0043	1.00453
-2.18959	0.0238842	-1.00795	1.00823
-2.12613	0.0258249	-1.01239	1.01272
-2.06266	0.0273889	-1.01769	1.01806
-1.9992	0.0284015	-1.02392	1.02431
-1.93573	0.028652	-1.03113	1.03153
-1.87226	0.0278892	-1.03935	1.03972
-1.8088	0.0258178	-1.04857	1.04888
-1.74533	0.0220953	-1.05874	1.05897
-1.68186	0.0163312	-1.06974	1.06987
-1.6184	0.00808977	-1.08138	1.08141
-1.55493	-0.00310093	-1.09333	1.09333
-1.49146	-0.0177318	-1.10513	1.10527
-1.428	-0.0362819	-1.11616	1.11675
-1.36453	-0.0591712	-1.12557	1.12712
-1.30106	-0.0866925	-1.13229	1.13561
-1.2376	-0.118922	-1.13503	1.14125
-1.17413	-0.155611	-1.1323	1.14294
-1.11066	-0.196077	-1.1225	1.13949
-1.0472	-0.239112	-1.10405	1.12965
-0.983731	-0.282947	-1.07563	1.11222
-0.920265	-0.325312	-1.03636	1.08622
-0.856798	-0.363606	-0.986077	1.05098
-0.793331	-0.395185	-0.925403	1.00625
-0.729865	-0.417687	-0.855788	0.952279
-0.666398	-0.429351	-0.77932	0.889765
-0.602932	-0.429212	-0.698441	0.819783
-0.539465	-0.417154	-0.615607	0.743632
-0.475999	-0.393804	-0.532978	0.662682
-0.412532	-0.360337	-0.452221	0.578227
-0.349066	-0.318243	-0.374414	0.49139
-0.285599	-0.269127	-0.300054	0.403065
-0.222133	-0.214549	-0.22914	0.313906
-0.158666	-0.155951	-0.161275	0.224344
-0.0951998	-0.0946204	-0.0957708	0.134629
-0.0317333	-0.0317119	-0.0317545	0.0448776
0.0317333	0.0317119	0.0317545	0.0448776
0.0951998	0.0946204	0.0957708	0.134629
0.158666	0.155951	0.161275	0.224344
0.222133	0.214549	0.22914	0.313906
0.285599	0.269127	0.300054	0.403065
0.349066	0.318243	0.374414	0.49139
0.412532	0.360337	0.452221	0.578227
0.475999	0.393804	0.532978	0.662682
0.539465	0.417154	0.615607	0.743632
0.602932	0.429212	0.698441	0.819783
0.666398	0.429351	0.77932	0.889765
0.729865	0.417687	0.855788	0.952279
0.793331	0.395185	0.925403	1.00625
0.856798	0.363606	0.986077	1.05098
0.920265	0.325312	1.03636	1.08622
0.983731	0.282947	1.07563	1.11222
1.0472	0.239112	1.10405	1.12965
1.11066	0.196077	1.1225	1.13949
1.17413	0.155611	1.1323	1.14294
1.2376	0.118922	1.13503	1.14125
1.30106	0.0866925	1.13229	1.13561
1.36453	0.0591712	1.12557	1.12712
1.428	0.0362819	1.11616	1.11675
1.49146	0.0177318	1.10513	1.10527
1.55493	0.00310093	1.09333	1.09333
1.6184	-0.00808977	1.08138	1.08141
1.68186	-0.0163312	1.06974	1.06987
1.74533	-0.0220953	1.05874	1.05897
1.8088	-0.0258178	1.04857	1.04888
1.87226	-0.0278892	1.03935	1.03972
1.93573	-0.028652	1.03113	1.03153
1.9992	-0.0284015	1.02392	1.02431
2.06266	-0.0273889	1.01769	1.01806
2.12613	-0.0258249	1.01239	1.01272
2.18959	-0.0238842	1.00795	1.00823
2.25306	-0.0217098	1.0043	1.00453
2.31653	-0.0194169	1.00135	1.00154
2.37999	-0.0170968	0.999039	0.999185
2.44346	-0.0148203	0.997273	0.997383
2.50693	-0.0126407	0.995982	0.996062
2.57039	-0.0105964	0.995093	0.995149
2.63386	-0.00871366	0.994541	0.994579
2.69733	-0.00700836	0.994265	0.99429
2.76079	-0.00548808	0.994212	0.994228
2.82426	-0.00415369	0.994334	0.994343
2.88773	-0.00300083	0.994587	0.994592
2.95119	-0.00202117	0.994936	0.994939
3.01466	-0.00120348	0.99535	0.995351
3.07813	-0.000534548	0.995802	0.995803
3.14159	-9.11376e-19	0.996272	0.996272
